casp_ed,target_id,decoy_id,stage1,stage2
9,T0516,LenServer_TS1,False,False
9,T0516,LMUserver_TS4,False,False
9,T0516,MUSICS_server_TS4,False,False
9,T0516,PRECORS_TS3,False,False
9,T0516,SAM-T02-server_AL3,False,False
9,T0516,pro-sp3-TASSER_TS5,False,False
9,T0516,GSmetaserver_TS4,False,False
9,T0516,FFAS03ss_TS5,False,False
9,T0516,PRECORS_TS5,False,False
9,T0516,BHAGEERATH_TS1,False,False
9,T0516,FFAS03ss_TS2,False,False
9,T0516,SAM-T08-server_TS4,False,False
9,T0516,ConStruct_TS5,False,False
9,T0516,ProQ_TS1,False,False
9,T0516,PLATO_TS5,False,False
9,T0516,RaptorX-MSA_TS1,False,False
9,T0516,PHAISTOSserver_TS3,False,False
9,T0516,Bilab-ENABLE_TS4,False,False
9,T0516,QUARK_TS5,False,False
9,T0516,BAKER-ROSETTASERVER_TS1,False,False
9,T0516,MidwayFoldingServer_TS5,False,False
9,T0516,ProQ_TS4,False,False
9,T0516,STAT-PROTEUS_TS4,False,False
9,T0516,PRECORS_TS2,False,False
9,T0516,MUFOLD-Server_TS2,False,False
9,T0516,QUARK_TS4,False,False
9,T0516,CLEF-Server_TS4,False,False
9,T0516,Jiang_THREADER_TS5,False,False
9,T0516,Pcons_TS5,False,False
9,T0516,RBO-PROTEUS_TS1,False,False
9,T0516,MUSTER_TS5,False,False
9,T0516,YASARA_TS5,False,False
9,T0516,3D-JIGSAW_V4-0_TS1,False,False
9,T0516,ProQ2_TS5,False,False
9,T0516,SAM-T06-server_TS4,False,False
9,T0516,Distill_TS5,False,False
9,T0516,SAM-T06-server_TS3,False,False
9,T0516,FFAS03_TS2,False,False
9,T0516,Atome2_CBS_TS2,False,False
9,T0516,chuo-fams_TS5,False,False
9,T0516,Wolfson-serv_TS5,False,False
9,T0516,3D-JIGSAW_V4-5_TS2,False,False
9,T0516,MUSICS_server_TS2,False,False
9,T0516,Ma-OPUS-server_TS3,False,False
9,T0516,FUGUE_KM_AL5,False,False
9,T0516,ProQ_TS2,False,False
9,T0516,chuo-fams_TS3,False,False
9,T0516,ProQ_TS5,False,False
9,T0516,RBO-PROTEUS_TS2,False,False
9,T0516,SAM-T08-server_TS3,False,False
9,T0516,pro-sp3-TASSER_TS2,False,False
9,T0516,MUSICS_server_TS3,False,False
9,T0516,MUFOLD-Server_TS3,False,False
9,T0516,RBO-PROTEUS_TS3,False,False
9,T0516,LOOPP_Austin_TS3,False,False
9,T0516,Zhang-Server_TS1,False,False
9,T0516,Seok-server_TS4,False,False
9,T0516,SAM-T08-server_TS2,False,False
9,T0516,Ma-OPUS-server_TS5,False,False
9,T0516,SAM-T08-server_TS1,False,False
9,T0516,FFAS03a_TS4,False,False
9,T0516,GSmetaserver_TS1,False,False
9,T0516,MUFOLD-Server_TS5,False,False
9,T0516,Pcomb_TS1,False,False
9,T0516,SAM-T06-server_TS5,False,False
9,T0516,MUFOLD-Server_TS4,False,False
9,T0516,Seok-server_TS2,False,False
9,T0516,LOOPP_Austin_TS5,False,False
9,T0516,chunk-TASSER_TS4,False,False
9,T0516,m4t_2009_TS1,False,False
9,T0516,Bilab-ENABLE_TS1,False,False
9,T0516,chunk-TASSER_TS3,False,False
9,T0516,MULTICOM-CONSTRUCT_TS3,False,False
9,T0516,BHAGEERATH_TS3,False,False
9,T0516,Zhang-Server_TS4,False,False
9,T0516,FAMSD_TS3,False,False
9,T0516,ZHOU-SPARKS-X_TS4,False,False
9,T0516,PLATO_TS4,False,False
9,T0516,MULTICOM-REFINE_TS2,False,False
9,T0516,gws_TS4,False,False
9,T0516,ProQ2_TS1,False,False
9,T0516,YASARA_TS1,False,False
9,T0516,MUSICS_server_TS5,False,False
9,T0516,RaptorX_TS2,False,False
9,T0516,Pcomb_TS4,False,False
9,T0516,SAM-T02-server_AL5,False,False
9,T0516,RaptorX_TS1,False,False
9,T0516,LenServer_TS5,False,False
9,T0516,STAT-PROTEUS_TS1,False,False
9,T0516,RBO-PROTEUS_TS5,False,False
9,T0516,GSmetaserver_TS2,False,False
9,T0516,FFAS03n_TS1,False,False
9,T0516,ProQ2_TS4,False,False
9,T0516,circle_TS4,False,False
9,T0516,MULTICOM-NOVEL_TS1,False,False
9,T0516,ProfileCRF_TS2,False,False
9,T0516,Jiang_THREADER_TS4,False,False
9,T0516,MULTICOM-CONSTRUCT_TS4,False,False
9,T0516,MUSICS-2S_TS1,False,False
9,T0516,panther_TS4,False,False
9,T0516,Jiang_Assembly_TS2,False,False
9,T0516,MUFOLD-MD_TS3,False,False
9,T0516,PconsR_TS5,False,False
9,T0516,MidwayFoldingServer_TS3,False,False
9,T0516,Jiang_Assembly_TS5,False,False
9,T0516,LOOPP_Austin_TS2,False,False
9,T0516,FUGUE_KM_AL1,False,False
9,T0516,circle_TS5,False,False
9,T0516,Pcons_TS3,False,False
9,T0516,MULTICOM-NOVEL_TS3,False,False
9,T0516,PLATO_TS1,False,False
9,T0516,IntFOLD-TS_TS3,False,False
9,T0516,YASARA_TS4,False,False
9,T0516,Distill_TS3,False,False
9,T0516,prdos2_TS1,False,False
9,T0516,ProfileCRF_TS5,False,False
9,T0516,Zhang-Server_TS5,False,False
9,T0516,PconsD_TS4,False,False
9,T0516,FFAS03_TS1,False,False
9,T0516,MULTICOM-CONSTRUCT_TS5,False,False
9,T0516,ProfileCRF_TS1,False,False
9,T0516,ZHOU-SPARKS-X_TS3,False,False
9,T0516,PHAISTOSserver_TS5,False,False
9,T0516,Ma-OPUS-server_TS4,False,False
9,T0516,STAT-PROTEUS_TS5,False,False
9,T0516,Jiang_THREADER_TS2,False,False
9,T0516,BAKER-ROSETTASERVER_TS2,False,False
9,T0516,MUFOLD-MD_TS5,False,False
9,T0516,FUGUE_KM_AL3,False,False
9,T0516,FAMSD_TS5,False,False
9,T0516,MULTICOM-REFINE_TS5,False,False
9,T0516,Distill_TS1,False,False
9,T0516,PconsM_TS1,False,False
9,T0516,ConStruct_TS1,False,False
9,T0516,MULTICOM-NOVEL_TS4,False,False
9,T0516,PconsR_TS2,False,False
9,T0516,Pcomb_TS5,False,False
9,T0516,LMUserver_TS2,False,False
9,T0516,PHAISTOSserver_TS2,False,False
9,T0516,MULTICOM-CLUSTER_TS5,False,False
9,T0516,SAM-T08-server_TS5,False,False
9,T0516,STAT-PROTEUS_TS2,False,False
9,T0516,PLATO_TS2,False,False
9,T0516,PLATO_TS3,False,False
9,T0516,CLEF-Server_TS3,False,False
9,T0516,CLEF-Server_TS1,False,False
9,T0516,MidwayFoldingServer_TS2,False,False
9,T0516,gws_TS1,False,False
9,T0516,FAMSD_TS4,False,False
9,T0516,QUARK_TS2,False,False
9,T0516,gws_TS2,False,False
9,T0516,PconsM_TS5,False,False
9,T0516,Phyre2_TS1,False,False
9,T0516,CLEF-Server_TS2,False,False
9,T0516,pro-sp3-TASSER_TS3,False,False
9,T0516,ProQ_TS3,False,False
9,T0516,3D-JIGSAW_V4-5_TS1,False,False
9,T0516,HHpredA_TS1,False,False
9,T0516,QUARK_TS1,False,False
9,T0516,Atome2_CBS_TS3,False,False
9,T0516,MULTICOM-REFINE_TS1,False,False
9,T0516,ConStruct_TS4,False,False
9,T0516,STAT-PROTEUS_TS3,False,False
9,T0516,circle_TS3,False,False
9,T0516,PRECORS_TS1,False,False
9,T0516,prdos2_TS2,False,False
9,T0516,FFAS03ss_TS1,False,False
9,T0516,YASARA_TS3,False,False
9,T0516,3D-JIGSAW_V4-5_TS4,False,False
9,T0516,FAMSD_TS2,False,False
9,T0516,Jiang_THREADER_TS3,False,False
9,T0516,MUFOLD-MD_TS4,False,False
9,T0516,3D-JIGSAW_V4-0_TS3,False,False
9,T0516,SAM-T06-server_TS1,False,False
9,T0516,BAKER-ROSETTASERVER_TS3,False,False
9,T0516,GSmetaserver_TS5,False,False
9,T0516,gws_TS5,False,False
9,T0516,FFAS03a_TS5,False,False
9,T0516,SAM-T02-server_AL2,False,False
9,T0516,chuo-fams_TS4,False,False
9,T0516,circle_TS2,False,False
9,T0516,FFAS03_TS3,False,False
9,T0516,Atome2_CBS_TS1,False,False
9,T0516,PconsM_TS2,False,False
9,T0516,prdos2_TS4,False,False
9,T0516,ConStruct_TS3,False,False
9,T0516,Pcons_TS1,False,False
9,T0516,MUSTER_TS2,False,False
9,T0516,BioSerf_TS1,False,False
9,T0516,MUSTER_TS4,False,False
9,T0516,SAM-T02-server_AL1,False,False
9,T0516,MULTICOM-CLUSTER_TS1,False,False
9,T0516,Bilab-ENABLE_TS3,False,False
9,T0516,Pcomb_TS2,False,False
9,T0516,BAKER-ROSETTASERVER_TS4,False,False
9,T0516,LenServer_TS4,False,False
9,T0516,MidwayFoldingServer_TS1,False,False
9,T0516,MULTICOM-REFINE_TS3,False,False
9,T0516,3D-JIGSAW_V4-0_TS4,False,False
9,T0516,PconsD_TS1,False,False
9,T0516,Wolfson-serv_TS2,False,False
9,T0516,ZHOU-SPARKS-X_TS5,False,False
9,T0516,LMUserver_TS1,False,False
9,T0516,PconsD_TS5,False,False
9,T0516,ConStruct_TS2,False,False
9,T0516,Distill_TS2,False,False
9,T0516,PconsR_TS4,False,False
9,T0516,MULTICOM-NOVEL_TS2,False,False
9,T0516,PconsR_TS1,False,False
9,T0516,Wolfson-serv_TS1,False,False
9,T0516,3D-JIGSAW_V4-0_TS2,False,False
9,T0516,MULTICOM-CONSTRUCT_TS2,False,False
9,T0516,FAMSD_TS1,False,False
9,T0516,MULTICOM-NOVEL_TS5,False,False
9,T0516,3D-JIGSAW_V4-5_TS5,False,False
9,T0516,LOOPP_Austin_TS4,False,False
9,T0516,LMUserver_TS3,False,False
9,T0516,pro-sp3-TASSER_TS4,False,False
9,T0516,chunk-TASSER_TS1,False,False
9,T0516,ZHOU-SPARKS-X_TS2,False,False
9,T0516,Seok-server_TS5,False,False
9,T0516,IntFOLD-TS_TS1,False,False
9,T0516,PconsM_TS4,False,False
9,T0516,Bilab-ENABLE_TS2,False,False
9,T0516,CLEF-Server_TS5,False,False
9,T0516,ProfileCRF_TS4,False,False
9,T0516,ProQ2_TS2,False,False
9,T0516,Atome2_CBS_TS5,False,False
9,T0516,Pcons_TS2,False,False
9,T0516,FUGUE_KM_AL2,False,False
9,T0516,MULTICOM-CLUSTER_TS4,False,False
9,T0516,PROTAGORAS_TS1,False,False
9,T0516,FUGUE_KM_AL4,False,False
9,T0516,Ma-OPUS-server_TS1,False,False
9,T0516,circle_TS1,False,False
9,T0516,LenServer_TS3,False,False
9,T0516,Wolfson-serv_TS3,False,False
9,T0516,RaptorX-MSA_TS2,False,False
9,T0516,MidwayFoldingServer_TS4,False,False
9,T0516,MULTICOM-CLUSTER_TS2,False,False
9,T0516,SmartFold_TS1,False,False
9,T0516,Distill_TS4,False,False
9,T0516,PRECORS_TS4,False,False
9,T0516,IntFOLD-TS_TS4,False,False
9,T0516,LOOPP_Austin_TS1,False,False
9,T0516,PconsM_TS3,False,False
9,T0516,Atome2_CBS_TS4,False,False
9,T0516,Zhang-Server_TS3,False,False
9,T0516,Bilab-ENABLE_TS5,False,False
9,T0516,ProQ2_TS3,False,False
9,T0516,prdos2_TS3,False,False
9,T0516,gws_TS3,False,False
9,T0516,BHAGEERATH_TS5,False,False
9,T0516,BHAGEERATH_TS2,False,False
9,T0516,PconsD_TS3,False,False
9,T0516,chunk-TASSER_TS5,False,False
9,T0516,Seok-server_TS1,False,False
9,T0516,IntFOLD-TS_TS2,False,False
9,T0516,PHAISTOSserver_TS4,False,False
9,T0516,Jiang_Assembly_TS4,False,False
9,T0516,chunk-TASSER_TS2,False,False
9,T0516,YASARA_TS2,False,False
9,T0516,prdos2_TS5,False,False
9,T0516,QUARK_TS3,False,False
9,T0516,LMUserver_TS5,False,False
9,T0516,Yang_kdd_TS1,False,False
9,T0516,Ma-OPUS-server_TS2,False,False
9,T0516,SAM-T02-server_AL4,False,False
9,T0516,GSmetaserver_TS3,False,False
9,T0516,PconsD_TS2,False,False
9,T0516,Seok-server_TS3,False,False
9,T0516,MULTICOM-REFINE_TS4,False,False
9,T0516,MUFOLD-MD_TS2,False,False
9,T0516,Zhang-Server_TS2,False,False
9,T0516,chuo-fams_TS1,False,False
9,T0516,PHAISTOSserver_TS1,False,False
9,T0516,LenServer_TS2,False,False
9,T0516,BAKER-ROSETTASERVER_TS5,False,False
9,T0516,Wolfson-serv_TS4,False,False
9,T0516,RBO-PROTEUS_TS4,False,False
9,T0516,MUSTER_TS3,False,False
9,T0516,Jiang_THREADER_TS1,False,False
9,T0516,ZHOU-SPARKS-X_TS1,False,False
9,T0516,BHAGEERATH_TS4,False,False
9,T0516,chuo-fams_TS2,False,False
9,T0516,Jiang_Assembly_TS3,False,False
9,T0516,3D-JIGSAW_V4-0_TS5,False,False
9,T0516,MUSTER_TS1,False,False
9,T0516,IntFOLD-TS_TS5,False,False
9,T0516,3D-JIGSAW_V4-5_TS3,False,False
9,T0516,MUFOLD-Server_TS1,False,False
9,T0516,Pcons_TS4,False,False
9,T0516,ProfileCRF_TS3,False,False
9,T0516,MULTICOM-CONSTRUCT_TS1,False,False
9,T0516,MULTICOM-CLUSTER_TS3,False,False
9,T0516,MUFOLD-MD_TS1,False,False
9,T0516,pro-sp3-TASSER_TS1,False,False
9,T0516,SAM-T06-server_TS2,False,False
9,T0516,Jiang_Assembly_TS1,False,False
9,T0517,panther_TS1,False,False
9,T0517,PconsR_TS3,False,False
9,T0517,LenServer_TS1,False,False
9,T0517,LMUserver_TS4,False,False
9,T0517,PRECORS_TS3,False,False
9,T0517,SAM-T02-server_AL3,False,False
9,T0517,pro-sp3-TASSER_TS5,False,False
9,T0517,GSmetaserver_TS4,False,False
9,T0517,PRECORS_TS5,False,False
9,T0517,BHAGEERATH_TS1,False,False
9,T0517,SAM-T08-server_TS4,False,False
9,T0517,ConStruct_TS5,False,False
9,T0517,RaptorX_TS5,False,False
9,T0517,ProQ_TS1,False,False
9,T0517,PLATO_TS5,False,False
9,T0517,RaptorX-MSA_TS1,False,False
9,T0517,Bilab-ENABLE_TS4,False,False
9,T0517,QUARK_TS5,False,False
9,T0517,BAKER-ROSETTASERVER_TS1,False,False
9,T0517,MidwayFoldingServer_TS5,False,False
9,T0517,ProQ_TS4,False,False
9,T0517,STAT-PROTEUS_TS4,False,False
9,T0517,PRECORS_TS2,False,False
9,T0517,MUFOLD-Server_TS2,False,False
9,T0517,QUARK_TS4,False,False
9,T0517,CLEF-Server_TS4,False,False
9,T0517,Jiang_THREADER_TS5,False,False
9,T0517,Pcons_TS5,False,False
9,T0517,RaptorX_TS3,False,False
9,T0517,RBO-PROTEUS_TS1,False,False
9,T0517,MUSTER_TS5,False,False
9,T0517,3D-JIGSAW_V4-0_TS1,False,False
9,T0517,ProQ2_TS5,False,False
9,T0517,SAM-T06-server_TS4,False,False
9,T0517,Distill_TS5,False,False
